,center_x,certer_y,class
16532,-13.392083516553088,3.653259099192915,8
11774,-17.082301679304003,-4.790071402229818,0
3256,8.189018928755402,-7.112551475514541,3
28536,21.466997882361746,7.533645028173025,4
25923,8.443008840430714,-9.087159012882314,3
28033,-17.65032811847678,-4.739195836223778,0
7576,19.247370240413442,12.807265981669605,4
9770,11.90516253668195,-14.41110265159391,13
4340,-0.4882911875471502,-10.477467957534925,7
20634,5.72129622005127,-10.534723822733687,3
23750,10.428750456105282,-6.5899209539814345,3
21062,3.7351548319969607,-8.514254766991497,3
27656,20.255916346828297,11.608851135909196,4
9314,-5.237514558932941,-17.839270323652844,6
14869,10.598289513113473,-7.459706749428238,3
16719,0.9563019139022765,20.770145485266422,10
7331,10.542253526426666,1.5781200649417693,1
15193,3.6205031748107337,3.83572743448614,17
23271,-9.911629491632368,14.969272481962003,11
23210,-16.609689936131904,-6.357031359022845,0
19220,-1.149007312020983,2.647369018386152,12
6558,-2.880274844397133,12.74326164036155,2
10962,10.176594025470065,-23.3541041719869,5
19303,6.266446739015863,-8.088538025356614,3
23247,-2.8263762020924346,12.881014641488747,2
29496,-7.0914764098459635,-6.831430402444181,16
19519,-11.804397118640471,5.341559390680732,8
964,-5.622960800454886,-17.812791944275283,6
20726,-4.436582912264485,14.739292422475541,2
883,-11.178627674967558,1.8768538620251942,8
22801,4.357904592871017,6.335056760077519,17
13695,-4.017482751865787,1.1765488205813703,12
18668,-1.492956304025546,8.094384389216295,17
21609,10.913792073822446,-23.89891399165754,5
4043,-7.317537935037406,-6.567791500622571,16
7473,4.589249157937354,-9.739345397088682,3
26165,-6.080743975148116,-18.259816394689835,6
23377,20.55535343426318,10.912511512431331,4
28914,6.777084108398289,-2.6371573754853475,1
728,-0.4263149881831027,-11.049384783626646,7
15040,11.927639547082286,-1.1262963781848285,1
16180,10.131802589712937,-15.027328708192876,13
13048,4.439679971717364,4.668952011137063,17
22960,-12.978368621360492,15.061520046494557,11
17952,-6.3291438511221045,-17.36582273348327,6
3974,-12.478571428650897,3.529150218466215,8
13237,6.446835524680094,-4.90611249887761,3
5809,9.614629238476452,-1.310944582831717,1
13358,-2.210823302029017,2.5251380660677643,12
5053,-1.627809472653493,4.608832277619137,12
3906,-14.639751959316127,18.215081089351965,11
13023,2.647762767493708,-0.348960843218216,14
13251,1.4598508859704993,4.499613957238473,17
2255,11.28439356605585,-23.8612909782461,5
19719,7.153171334689893,-9.410004458959687,3
22609,0.8293504195945428,18.204048785219044,10
17513,13.100378424799018,-26.367221018506463,5
1533,9.778054408356015,-1.6742391878267273,1
27562,13.252812925661075,6.688980317631275,15
25669,-8.288643034851649,-5.923580335276612,16
28264,14.04718793766946,6.844716916526025,15
13768,7.013669981083752,-14.169071982780268,13
19668,-7.364456416441389,-7.545489727183103,16
2134,10.212088616686769,-1.3440083775970793,1
8697,-1.8354910352322853,20.552664139414627,10
13013,-15.663846449443984,-5.075886173550264,0
19466,-0.27841344110698946,-2.1432975681058037,14
14224,-0.37353042783004264,-3.3335469250043297,14
2385,4.880461443725607,-8.655003662115568,3
16790,9.310598794034446,-22.27167860408538,5
5297,11.815621128804608,-13.966814409701199,13
12761,-19.948195508624543,-4.877174916158693,0
18666,3.38132632954479,18.21190878432099,10
20311,12.585489876607378,4.805087509479422,15
26624,-6.816358521207371,-5.039795837083233,16
9149,-14.342743681590097,-1.724223138174208,0
20990,-3.4988735266370585,-18.451213106208918,6
15259,-2.2325854099350475,21.774429969323492,10
4688,-10.040720741541103,14.875441986308198,11
1237,-7.20426480122984,16.688951426811855,11
5167,11.50791140838025,2.394390652429742,15
23774,-6.500639308861138,-19.97890213165715,6
24986,-3.75096572086508,-19.26183557982056,6
2769,4.471281666102549,6.357385034601686,17
29534,12.534956251135146,-9.718258617416675,13
11036,8.948319107180458,-13.801592632473199,13
8834,1.3931976012483973,-3.9160825234814154,14
1765,-1.6091117249317852,9.604816493790961,2
25608,8.065368650995802,-13.283773341022327,13
11718,8.885061085740398,12.782572203899885,9
22304,10.628281430565533,5.0094537018428,15
4894,-17.55687368423502,-5.994574712087672,0
29626,16.33910349598751,15.216113220480656,4
10344,-6.861799597162239,15.881867929659164,11
7038,-13.893668857300748,15.078160377725967,11
3122,4.747783112966009,-3.4918178971375275,14
8016,-14.584727997546262,3.2543997386096306,8
28037,7.621144682936913,9.20081407353766,9
27687,3.156572792062666,17.617209395493376,10
8015,-14.269408351624888,-4.017004173788403,0
9629,11.250951946300507,1.3387349396661408,1
12301,6.061223354088031,-8.262134356503124,3
16691,20.427355829451635,11.309416391107401,4
16661,-6.598941206124457,16.05460003420363,11
8094,4.973415645893297,-2.6787844090578505,14
19468,-2.7392241710958816,2.620001329751732,12
12822,-9.598508807116868,2.8051310721836566,8
13580,21.70150498130898,10.64950946624717,4
22895,-14.571002901591193,11.706470583966984,11
17876,-7.404242021814695,16.5290457841551,11
25327,-10.706249271802164,13.652235206060707,11
29402,-16.281863164486275,-4.900188769799581,0
1809,-1.2785411124469788,-5.572443193198814,14
9909,9.196309381256897,-14.582941649160905,13
22050,-13.474071197821303,-2.6532634649236018,0
22726,-7.883566538736538,-6.810540349283399,16
3439,8.674162205903574,-12.044929675518771,13
16220,-18.25514077574077,-8.797542020978344,0
24761,-12.104120493311802,3.7186966862829074,8
27474,8.192179091293594,-9.89045849958121,3
6847,1.5493124726911005,18.023876230378747,10
27893,12.047844242775561,-14.398519802698315,13
24184,-3.8859135991691782,9.842006698390271,2
20886,-7.421065206438129,16.34998118703338,11
21787,12.384824297364561,4.632868432376053,15
6518,-18.81622638530034,-7.688227804233952,0
10523,11.219582904246746,-24.36713795936679,5
15486,11.134871112065696,-12.186036998080287,13
21477,2.8566680136455402,6.3105684329141045,17
17009,10.612439162555118,-24.62826565675178,5
18893,12.1601118969049,4.039658864674537,15
23499,-14.676335608951755,-7.8798347359363765,0
15902,9.838928224540728,3.6319959529851813,15
20259,-17.388054210261778,-5.832607947877298,0
4402,3.0997622026765828,-5.237344358027318,14
15891,18.473825725129643,13.650811391471903,4
882,10.780705238774345,-6.872121020557703,3
20162,16.408586387394617,15.176289365031288,4
27546,10.853479182641182,-13.615126408114055,13
11127,12.480654598395782,4.338529174963119,15
5566,-5.997612472144473,-16.972418166919613,6
13852,-10.499881674904072,2.418965624156508,8
15184,-1.15766266324998,-4.467082881333922,14
11249,-12.85662786968877,13.077465434009332,11
27720,-9.258693506438588,2.9648224920397883,8
9925,1.3504731839504152,6.868882891826595,17
2481,-15.819770381876202,-4.440415205784808,0
28327,4.239070418173192,-1.1046868635252134,14
19148,3.9752842046348396,-0.8878533635988223,14
8811,11.690803223892638,-13.842279117672453,13
18991,12.833859301323841,-9.771645037577153,13
29190,-2.4851654534034977,-15.655590588580655,6
25076,-17.893228045482,-7.722484736869157,0
18603,-1.1558010219326635,-8.819600725568094,7
21452,-7.413518214265272,16.30950794185666,11
11876,-3.1347388861487704,0.7379452261046109,12
24672,-8.73081376829679,-9.380957267505002,16
29765,12.359529023043093,-13.434195202149631,13
14384,10.247362337294414,-13.42797835227061,13
13831,-0.8729038743159937,4.1662107027547295,12
29997,-3.5960164020870047,-18.969212475640916,6
26297,4.913223304566029,-1.3770766019901162,14
26483,6.35109967384886,-10.783251862917304,3
6088,-5.4644592417869475,9.47598864855849,2
9259,-13.702813993662925,14.975222039802254,11
8096,-2.746591287274143,-18.238356859481506,6
25816,2.277574235707012,4.732630657410585,17
20357,-14.489687094434194,4.313041000619513,8
19326,13.862846670457515,-9.917554849753488,13
21812,-6.450280310203969,-5.756948665735598,16
5806,4.849738381056699,-4.962845422593757,14
20895,19.27872367231393,12.811432517497776,4
15083,-12.856536478669849,13.077589139050469,11
26363,5.610503561025819,1.7520143463460753,1
28659,7.045193719179613,-14.083608838210376,13
24990,5.195379866517492,15.894755957101404,9
19042,-8.854881185125347,15.425452667421244,11
12651,9.83280814821476,-24.023471838573254,5
10843,-0.3302514876795625,-2.9996551246679806,14
6798,-17.968774923246038,-7.223482334465579,0
29575,-4.210265187931537,2.9885444401114345,12
28482,-6.301726924572502,-18.149736435401646,6
1550,4.359621937906062,3.0914158592206697,17
19354,-3.5175317103248025,8.705917715307244,2
20790,-8.411690265631384,-17.97621144942044,6
8904,-1.2342870943328395,-9.664705078320022,7
2330,-15.26465165187557,17.25161324731861,11
7675,-7.0130026130166065,-16.47981831980317,6
20413,-11.472123182947676,4.580045154706255,8
19765,13.301272564212981,-24.8508373145155,5
15153,-0.09542595600468308,19.304889873772648,10
8641,-17.429284622637184,-4.961939888155058,0
27569,-4.646323462226428,-17.406596100092628,6
9005,-4.816769816313404,12.073999213244292,2
15263,11.674616385216597,-13.627189284482471,13
24119,-11.28935116159515,5.179824444624738,8
23882,-3.7388600501560005,-19.406253861850356,6
12075,-8.640458624373613,-8.699884916857894,16
13103,10.575681104781228,-21.795746440271273,5
6496,8.902594928309792,11.958967803733525,9
25678,3.9965144643712787,1.2610921328921614,14
27949,-14.537395081606594,18.856231277410238,11
19716,10.565827979332868,-12.658699860003344,13
27620,8.902662088456653,-8.282730046907458,3
15481,-3.542516171146393,7.102558780975745,2
6853,9.4656596029143,-12.393116303567991,13
14583,13.504547169394046,-22.425374034245447,5
20081,3.7791226177888984,19.24390212950688,10
17481,20.444533093405962,11.44296931713322,4
11472,12.90938287395553,-11.36270131695474,13
3426,11.088671532009197,1.4375889299278959,1
2733,12.123686496119392,3.4720215012373723,15
24640,12.600861269482733,-13.044839136731959,13
2161,-11.62149115844471,1.093936304094666,8
4984,-15.130558745298124,3.0275372842675434,8
5914,-4.600903768522836,-13.491411414365365,6
15662,-4.480587894441101,15.328995187364747,2
19532,9.895064418894862,-13.214847805034015,13
7263,5.114490676755332,-7.025262113890271,3
3374,-6.150277154286577,-16.475186929639705,6
27437,12.317617623368468,5.364169648784685,15
23844,4.365046459657669,2.955667629304736,17
8611,-16.2539974772589,-4.267399160514268,0
18236,-18.681063259019123,-6.429313173464975,0
1574,-11.454836732781633,13.11063013582279,11
14689,10.802288742813076,-24.609934948213567,5
8179,9.693136753167625,2.354618285859017,15
25041,-12.395818293836415,1.8501031052687402,8
25010,-3.80185749914556,-19.45028250935514,6
23861,8.63340082864737,4.777580447437404,15
10447,21.313751009548184,8.972037183894257,4
27742,-15.714253044585837,17.154306392803985,11
21833,-9.318571512850108,-5.63871298661886,16
24579,11.418892826006966,-12.06112025787673,13
24289,10.607337084684767,-0.9318134404762785,1
2604,2.168473458903443,10.973412875350547,17
17850,-2.8958965735419913,-18.02221936105777,6
1921,8.672208095101068,-14.755141290761399,13
1235,7.526230384213418,1.0507083417585712,1
21985,-7.3429819629322814,16.10977752262534,11
9851,1.1939380283517542,16.45910244250792,10
25218,1.8813992636527572,17.569647056516796,10
1721,-2.0877129663471012,-8.059101065192605,7
19151,-19.686101289067622,-4.2831175746137085,0
20232,9.544934791222163,3.5377134491461226,15
9355,-0.519805712735371,1.6616620546723868,12
28936,-12.271620302642205,4.945031785247374,8
25734,12.798177904661097,-13.247761615621991,13
12653,11.955295434771637,-21.911803690716756,5
2108,19.41798611613324,12.629517824515343,4
5333,-11.62604390021804,3.535901698915219,8
1094,-19.50918642340087,-5.740776403544177,0
9884,-14.84142097593867,4.493030269241547,8
16795,-5.800019863002259,3.997754781575039,12
29047,-6.560036148582142,16.158977696606325,11
13517,17.765467664757484,-13.838650940742456,13
4407,10.614207225994592,1.8031879218438047,1
28809,-16.923766999418582,-6.8690161365246905,0
23880,10.401735082928502,-24.482383922036682,5
2634,12.421923641975479,3.264971254798761,15
12040,-3.2133395081644864,0.6259911780335877,12
15733,-1.5372759034366266,-7.2883264161978385,7
28942,4.819514912223613,-8.209579168598028,3
15195,-3.7917732652086027,-19.44336627044642,6
21688,-13.129803440144304,2.4267472430276515,8
16698,4.775686666787498,-2.3577971106066977,14
1787,-14.467389714640374,-4.307829265064225,0
14527,12.93817342006719,-24.96642389174939,5
16232,-11.978380526902368,5.50040916452728,8
6413,9.475370798605526,-11.803764122913606,13
28594,6.7867001289793,13.019534583336084,9
3234,-14.675889779019679,-2.6518419978262386,0
23998,-1.6189161268397965,1.194975554350462,12
12727,-13.612583858827028,-3.6436174199393916,0
8952,21.510371368728006,8.060243098656896,4
10427,1.0356600042429822,18.504486532147855,10
8450,-5.476800179547213,-13.923709554615632,6
9013,-4.1395767604663085,13.60679863924425,2
7218,-4.037052611838655,1.2046704827101589,12
28722,-14.79677881373643,-9.802398656703145,0
24934,-7.96336003132064,-7.513190069434348,16
12399,5.378897703624564,-6.816212637561155,3
4433,9.982020349910199,-1.3844062059286633,1
10313,12.094915898796815,-22.47025804278694,5
28491,16.196486600271044,5.014950227153982,15
11715,20.581002606133453,11.06943442183758,4
2655,7.979715998962036,-0.1531309949238645,1
2907,-1.8405422562993097,-13.67749671352802,7
2247,-4.260334896221322,11.219550185931576,2
12056,4.477605315992212,6.201889991273792,17
29798,4.428006384236386,-8.281436739108884,3
12737,1.3451284887016492,-5.071740956074053,14
29590,5.872504390636971,-11.350243718968112,3
14845,-6.546782691805084,-5.093904685261541,16
27897,-17.29446662089725,-5.094815746771838,0
7574,-8.55510746176004,11.522611344182804,2
21033,-6.952178794151599,16.732895967232363,11
19619,-6.504798353954639,12.738693764454604,2
26683,0.0759321198764089,18.104154024835722,10
4804,20.64280293570744,7.291698445341727,4
17516,-13.00892425325326,13.247611936287756,11
28929,1.903635408637417,-3.8664106694972102,14
26058,-10.97303530689063,13.355800833258273,11
25345,-8.545564774859129,-9.029838168230503,16
21868,20.120938172067635,11.59859217116477,4
22945,-8.218587902768999,9.896804732482062,2
27373,6.28227381625044,-7.359139406486461,3
13186,7.358577208431219,-7.396641586499701,3
21153,-7.840617094645907,-6.638124731987242,16
15345,-14.550116627532093,-2.238471870666095,0
10861,11.572968377738093,-13.959742442829356,13
1500,8.271560741575911,-13.800436987134539,13
19927,-3.869043859302489,0.5102423054913174,12
17169,-0.10738379835537812,-10.392694214401445,7
19834,5.956826169216787,-11.70138748406703,3
29740,16.43656892936197,15.157695466496408,4
29685,4.459593757554475,5.534669670066463,17
11044,-11.316148251546405,4.083054652250683,8
27297,7.275305985006081,-13.736510814448597,13
25547,-9.643529128922996,15.588493672110296,11
15078,8.948517568787553,9.259017476463908,9
168,11.146258592482708,-1.512152371098836,1
28146,-0.9347439748214387,-11.220848606299905,7
29484,-4.696070585609841,15.138872389560284,2
6214,9.544080818502707,9.419948416234153,9
8573,8.460936485160664,12.692329080970953,9
15230,10.138397752420412,-0.7274727025880127,1
28975,-13.110140530231616,1.6354367369372873,8
17424,-7.348741097276703,16.110536093398615,11
16327,-13.65533258787963,-3.462628947172414,0
26176,9.245774294536222,-8.436266888999926,3
25426,10.80443210189349,-11.903719424274678,13
23494,5.754837145073594,-13.187987690807875,3
3078,-13.874468819863628,-3.6475579547705252,0
16773,-15.648960860222617,-4.301831417796547,0
7849,0.8185529487050288,18.093045607014307,10
10013,5.656438911237222,-3.4672082816313594,14
29184,1.0580627095417896,17.59129198094182,10
29517,4.395088318185542,-10.643151237243256,3
29492,-1.3888597401409521,-12.702062073172984,7
11561,-1.6310166289080033,23.03178457455708,10
16200,-6.4684595080737415,1.431432886826269,12
14283,-17.776445923878917,-8.418978228356284,0
11499,-7.911215489984948,10.38211312263625,2
8464,-12.854387541831462,4.017478956912959,8
20684,-14.414758195928606,-4.097295120703906,0
9882,-7.298266895803679,14.09870866931215,11
28357,-8.851770500931963,2.6386042583761857,8
5443,10.41713397239336,1.2493235851737456,1
16728,-7.849198740681673,-7.312108633182831,16
27927,-4.604626199318691,-16.763560439836994,6
27431,1.549393288327732,10.826870662202065,17
1741,-19.8798697291006,-6.679855150817965,0
24148,-6.578930316765185,16.503793128380483,11
10623,10.837667200152909,-8.383288284326898,3
5821,-4.246689830428899,1.2215587924477995,12
2464,11.65667162600164,-22.73640759030144,5
20969,-5.983897469448239,-16.72148928782246,6
9759,-15.463297167647712,-4.355275443707085,0
13403,11.032172406195677,-24.511980761108532,5
6752,-4.458996784002326,15.126049997150776,2
10054,13.064535959112293,-11.374226121999717,13
2924,10.697321787678872,-12.157282480287927,13
11464,-5.0040876704117165,9.06562765998687,2
6785,10.792709338521403,-24.72969043521572,5
18492,6.692241996461978,-13.999591830394177,13
1063,11.445235127104125,-13.666335133073304,13
18018,-8.502294197499763,12.320392375100955,2
21474,-3.479918397920071,11.559432453903552,2
18446,-4.837431133076734,-17.50302240209607,6
27704,-6.810342761079593,-4.225121393740728,16
16241,10.39826830384858,-1.1621868568148646,1
18110,10.274607358368993,0.11157055793653346,1
21394,-16.010086595344344,16.284725356444948,11
12549,3.3650321258631473,0.4557922061891688,14
7411,20.440653880198653,11.15685349772693,4
1781,-6.705749171963915,-16.028458609747616,6
8062,-8.928658988727438,15.383769421854067,11
26395,4.232894695171411,4.410135270859406,17
13216,5.5941760419213535,3.2214935017385695,17
3818,2.7979960158935944,-5.003677079183777,14
2181,-4.320064054106124,10.304136884921922,2
26805,8.180551794143856,-9.894256356754664,3
3937,13.472189137379276,-25.49332314088982,5
13986,11.018879860482528,-15.150391105650321,13
20373,11.399170270126863,-23.887566309735234,5
9073,10.450672903698022,-9.483682385376428,13
5495,-13.870621446209633,13.63146289787368,11
26924,-10.13410177767562,3.5231332793980346,8
13361,9.6705960641865,9.345665633754418,9
25261,11.422048932445772,-13.541144478506556,13
22912,10.201339065351698,-1.3386625372224932,1
20632,-14.0640000763405,-7.0469142917473295,0
15765,-7.055198374417895,-16.7288516334936,6
28700,10.954183721620009,-21.617029500340905,5
3230,6.913941317524923,-8.022888109766447,3
12250,-4.318337857652105,9.168973651665185,2
18265,18.535672709396284,13.612337730364688,4
4843,11.655660946130634,-23.231113618529257,5
8031,-7.04295571208782,-4.489459226177508,16
19384,6.963401353373539,-8.902178941948867,3
12809,-7.3861409472507,16.23943069635166,11
25837,-9.468085088761082,15.578018941192713,11
20117,-7.727737769504274,9.950514442468222,2
1870,4.393448599980439,-8.654318594222234,3
14638,17.17183188962319,14.703075053957143,4
6956,-1.8259136187551477,-9.384189105199402,7
22131,-12.148535370801731,3.9026421997017398,8
9129,16.906582958158552,14.873992670133347,4
15378,10.587958818838834,-0.9539028189914196,1
13923,-2.5592033826576372,10.655241816457716,2
3539,10.774533984020435,-0.5026860067363904,1
18475,7.85869297827387,-12.858217101033034,13
26121,9.286929739757154,-14.09985329528666,13
28294,-1.0524389792947801,-7.58647633096577,7
26299,16.611435688538624,15.05954192333124,4
21943,-5.908733509070033,-17.05139255287568,6
8384,3.523486410882336,3.8557882544146063,17
21196,6.705274723212632,-14.114636841106577,13
10603,-9.018272088380476,12.592871462669953,11
28058,10.188895427371683,-0.6138029580602594,1
11557,4.178542928258534,2.2960725778497624,17
29642,0.8112268968262262,-9.628573185159226,7
15411,-7.990777768044949,0.7930892726805227,12
66,-16.928298147799463,-5.135044290038163,0
19617,-4.964031977358108,-18.585463170835837,6
26227,21.462102556819392,8.13466374977664,4
28621,-0.28376133132302117,18.08215887929584,10
13382,10.143342214699437,-13.979669652796352,13
5110,3.9183858857728464,-6.070192762487351,14
18282,8.666626175046646,14.140774671770835,9
4615,-8.464235817900887,12.189188829747899,2
14080,21.57315784850362,7.862050568599412,4
15722,9.97596149100769,-1.8406854736157563,1
18839,0.6106872109625626,5.315005133016101,17
4249,-6.62199962061962,16.58363718722626,11
25339,-8.076062620782851,-7.980619310935326,16
16827,-8.084038548664601,9.489986460041948,2
13560,-2.421533338464462,-8.199892823205815,7
12228,10.212564371910362,-24.568966883491,5
20603,11.400558312023568,-11.256736192231529,13
7898,-14.269669636074077,-4.2080930940338295,0
1990,9.288340220977938,-12.412153227878287,13
14207,11.189576860980816,-24.459616735070316,5
25868,-7.915940433494465,-17.72973623865291,6
17012,-10.571764158649055,0.9051126379151844,8
22354,11.57741601160974,-14.073381058413451,13
27411,-7.678523503926199,-18.283506521019582,6
17629,17.853171233867293,14.169734077105993,4
22018,-2.646642396920887,-15.18539978607632,6
3435,10.277603909991283,-14.632797035145169,13
26290,-5.104600511377399,-17.50280989510983,6
25627,9.332811394100958,0.9404375320927105,1
8955,-5.172387379266897,1.324624894293454,12
23020,-12.557761293293392,2.9363096552638748,8
16222,21.37962976897343,8.973321009567602,4
4920,0.8160620672977793,7.124538474633397,17
5834,3.1920180126085214,0.8408177914457182,14
21278,7.351662649533993,1.41651086859892,1
14983,10.964044867766557,-24.82045147742462,5
7223,1.8487242892374571,10.834239194519364,17
27131,-1.2460457911368379,19.961162581594206,10
2446,0.2910270458678569,-4.302863170999171,14
1829,8.82219828105053,11.77441270656822,9
11445,-2.724958156727679,10.318767727052313,2
7885,9.757728591226593,4.344023703791475,15
19555,-5.817810120900048,14.153190465902457,2
14634,-13.206912076264627,14.683931452188688,11
16312,-9.802348465075985,3.136195530193835,8
406,-5.7351722624299315,-17.437742255597833,6
18395,9.195783935423941,10.96618388017397,9
24236,-2.6914050876756823,-18.231817058400484,6
2414,-19.242319423670043,-8.733708747268192,0
28762,20.783989755014872,10.093771563534974,4
25120,-15.529321019196697,-8.939900485060077,0
24796,-12.579484328862321,15.69734074314049,11
6481,14.5383711727629,-24.632157460791607,5
1123,-2.0582042833052294,2.2882221109314558,12
22651,-14.224171547188107,-3.6237692639492782,0
23567,-19.452352345782163,-5.976899068576468,0
25590,2.835508341001928,-9.917466082163916,7
19152,-8.18403682056189,-6.669426323668112,16
25760,-8.124605159359168,-8.202781442666092,16
8339,5.560796397725216,-10.439176529783007,3
23642,-12.597449933002617,14.290011900570349,11
11291,11.130817353883865,-23.96249905556743,5
4800,-17.700995722941006,-5.073399109267183,0
8129,-13.17210363879019,2.4262003519491664,8
12166,-11.465828162835688,2.431616815721024,8
18069,-8.345538211656914,11.097780757025491,2
29954,-6.622653429906563,16.57953201577706,11
28744,3.6696972469325555,-7.072454656566451,3
29868,-5.060801414123413,3.438707535703128,12
27097,11.871451608315224,-23.16860136815737,5
19101,7.394638539889647,-9.84277442187316,3
3723,-11.537933025173558,2.1835327823717967,8
28642,7.078335696948421,10.716870886207191,9
11759,-0.12962416875631108,-1.9621988708410594,14
15384,10.993259694592975,-11.80839337021298,13
